Rank,Year,Title,Genre,Year_Rank,Note,,,,,,,,,,,,,,,,,,,,
478,2016,Chicka Chicka Boom Boom (Board Book),Children'sBooks,2016_78,,,,,,,,,,,,,,,,,,,,,
479,2016,The Care and Keeping of You: The Body Book for…,Children'sBooks,2016_79,,,,,,,,,,,,,,,,,,,,,
480,2016,Potty (Leslie Patricelli board books),Children'sBooks,2016_80,,,,,,,,,,,,,,,,,,,,,
481,2016,"Tools of Titans: The Tactics, Routines, and Habits…",Business&SelfHelp,2016_81,,,,,,,,,,,,,,,,,,,,,
482,2016,First 100 Padded: Numbers Colors Shapes,Children'sBooks,2016_82,,,,,,,,,,,,,,,,,,,,,
483,2016,Good Vibes Coloring Book (Coloring is Fun)…,Business&SelfHelp(CCD),2016_83,,,,,,,,,,,,,,,,,,,,,
484,2016,The Instant Pot Electric Pressure Cooker…,"Cookbooks,Food&Wine",2016_84,,,,,,,,,,,,,,,,,,,,,
485,2016,Quieting Your Heart: 6-Month Bible-Study Journal,Religion&Spirituality,2016_85,,,,,,,,,,,,,,,,,,,,,
486,2016,The Book with No Pictures,Children'sBooks,2016_86,,,,,,,,,,,,,,,,,,,,,
487,2016,Creative Haven Owls Coloring Book (Adult…,Business&SelfHelp(CCD),2016_87,,,,,,,,,,,,,,,,,,,,,
488,2016,"Magnus Chase and the Gods of Asgard, Book 2…",Children'sBooks,2016_88,,,,,,,,,,,,,,,,,,,,,
489,2016,Secret Garden: An Inky Treasure Hunt and…,Business&SelfHelp(CCD),2016_89,,,,,,,,,,,,,,,,,,,,,
490,2016,Harry Potter and the Sorcerer's Stone,Teen&Youngadult,2016_90,,,,,,,,,,,,,,,,,,,,,
491,2016,Dragons Love Tacos,Children'sBooks,2016_91,,,,,,,,,,,,,,,,,,,,,
492,2016,Player's Handbook (Dungeons & Dragons),Literature&Fiction,2016_92,,,,,,,,,,,,,,,,,,,,,
493,2016,The Everything Kids' Science Experiments Book:…,Children'sBooks,2016_93,,,,,,,,,,,,,,,,,,,,,
494,2016,1984 (Signet Classics),Politics&SocialSciences,2016_94,,,,,,,,,,,,,,,,,,,,,
495,2016,The Giver (1) (Giver Quartet),Teen&Youngadult,2016_95,,,,,,,,,,,,,,,,,,,,,
496,2016,N/A,#N/A,2016_96,NoData,,,,,,,,,,,,,,,,,,,,
497,2016,"Thinking, Fast and Slow",Business&SelfHelp,2016_97,,,,,,,,,,,,,,,,,,,,,
498,2016,Little Blue Truck board book,Children'sBooks,2016_98,,,,,,,,,,,,,,,,,,,,,
499,2016,Harry Potter Coloring Book,Business&SelfHelp(CCD),2016_99,,,,,,,,,,,,,,,,,,,,,
500,2016,The Day the Crayons Quit,Children'sBooks,2016_100,,,,,,,,,,,,,,,,,,,,,
501,2015,First 100 Words,Children'sBooks,2015_01,,,,,,,,,,,,,,,,,,,,,
502,2015,The Life-Changing Magic of Tidying Up: The…,CraftsHobbies&Home,2015_02,,,,,,,,,,,,,,,,,,,,,
503,2015,Laugh-Out-Loud Jokes for Kids,Children'sBooks,2015_03,,,,,,,,,,,,,,,,,,,,,
504,2015,Secret Garden: An Inky Treasure Hunt and…,Business&SelfHelp(CCD),2015_04,,,,,,,,,,,,,,,,,,,,,
505,2015,StrengthsFinder 2.0,Business&SelfHelp,2015_05,,,,,,,,,,,,,,,,,,,,,
506,2015,Go Set a Watchman,Literature&Fiction,2015_06,,,,,,,,,,,,,,,,,,,,,
507,2015,Enchanted Forest: An Inky Quest and Coloring…,Business&SelfHelp(CCD),2015_07,,,,,,,,,,,,,,,,,,,,,
508,2015,All the Light We Cannot See,Literature&Fiction,2015_08,,,,,,,,,,,,,,,,,,,,,
509,2015,The Girl on the Train,Literature&Fiction,2015_09,,,,,,,,,,,,,,,,,,,,,
510,2015,Adult Coloring Book: Stress Relieving Patterns,Business&SelfHelp(CCD),2015_10,,,,,,,,,,,,,,,,,,,,,
511,2015,Old School (Diary of a Wimpy Kid #10),Children'sBooks,2015_11,,,,,,,,,,,,,,,,,,,,,
512,2015,To Kill a Mockingbird,Teen&Youngadult,2015_12,,,,,,,,,,,,,,,,,,,,,
513,2015,Adult Coloring Book: Stress Relieving Animal…,Religion&Spirituality,2015_13,,,,,,,,,,,,,,,,,,,,,
514,2015,Adult Coloring Books: A Coloring Book for Adults…,Business&SelfHelp(CCD),2015_14,,,,,,,,,,,,,,,,,,,,,
515,2015,Humans of New York : Stories,Arts&Photography,2015_15,,,,,,,,,,,,,,,,,,,,,
516,2015,The Martian,Literature&Fiction,2015_16,,,,,,,,,,,,,,,,,,,,,
517,2015,"Oh, the Places You'll Go!  ",Children'sBooks,2015_17,,,,,,,,,,,,,,,,,,,,,
518,2015,Knock-Knock Jokes for Kids,Children'sBooks,2015_18,,,,,,,,,,,,,,,,,,,,,
519,2015,Dear Zoo: A Lift-the-Flap Book,Children'sBooks,2015_19,,,,,,,,,,,,,,,,,,,,,
520,2015,The Day the Crayons Quit,Children'sBooks,2015_20,,,,,,,,,,,,,,,,,,,,,
521,2015,The Boys in the Boat: Nine Americans and Their…,History,2015_21,,,,,,,,,,,,,,,,,,,,,
522,2015,Jesus Calling: Enjoying Peace in His Presence…,Religion&Spirituality,2015_22,,,,,,,,,,,,,,,,,,,,,
523,2015,Mindset: The New Psychology of Success,Business&SelfHelp,2015_23,,,,,,,,,,,,,,,,,,,,,
524,2015,Grey: Fifty Shades of Grey as Told by Christian…,Literature&Fiction,2015_24,,,,,,,,,,,,,,,,,,,,,
525,2015,Creative Haven Creative Cats Coloring Book…,Business&SelfHelp(CCD),2015_25,,,,,,,,,,,,,,,,,,,,,
526,2015,How to Win Friends & Influence People,Business&SelfHelp,2015_26,,,,,,,,,,,,,,,,,,,,,
527,2015,The 5 Love Languages: The Secret to Love that…,Religion&Spirituality,2015_27,,,,,,,,,,,,,,,,,,,,,
528,2015,Balance (Angie's Extreme Stress Menders),Business&SelfHelp(CCD),2015_28,,,,,,,,,,,,,,,,,,,,,
529,2015,Creative Haven Owls Coloring Book (Adult…,Business&SelfHelp(CCD),2015_29,,,,,,,,,,,,,,,,,,,,,
530,2015,Thug Kitchen: The Official Cookbook: Eat Like…,"Cookbooks,Food&Wine",2015_30,,,,,,,,,,,,,,,,,,,,,
531,2015,Giraffes Can't Dance,Children'sBooks,2015_31,,,,,,,,,,,,,,,,,,,,,
532,2015,Wonder,Children'sBooks,2015_32,,,,,,,,,,,,,,,,,,,,,
533,2015,The 7 Habits of Highly Effective People:…,Business&SelfHelp,2015_33,,,,,,,,,,,,,,,,,,,,,
534,2015,The Four Agreements: A Practical Guide to…,Religion&Spirituality,2015_34,,,,,,,,,,,,,,,,,,,,,
535,2015,Being Mortal: Medicine and What Matters in the…,HealthFitness&Dieting,2015_35,,,,,,,,,,,,,,,,,,,,,
536,2015,Love You Forever,Children'sBooks,2015_36,,,,,,,,,,,,,,,,,,,,,
537,2015,The Very Hungry Caterpillar,Children'sBooks,2015_37,,,,,,,,,,,,,,,,,,,,,
538,2015,Publication Manual of the American…,Reference,2015_38,,,,,,,,,,,,,,,,,,,,,
539,2015,Between the World and Me,Politics&SocialSciences,2015_39,,,,,,,,,,,,,,,,,,,,,
540,2015,Baby Touch and Feel: Animals,Children'sBooks,2015_40,,,,,,,,,,,,,,,,,,,,,
541,2015,The Book with No Pictures,Children'sBooks,2015_41,,,,,,,,,,,,,,,,,,,,,
542,2015,The Wright Brothers,History,2015_42,,,,,,,,,,,,,,,,,,,,,
543,2015,Dover Creative Haven Art Nouveau Animal…,Business&SelfHelp(CCD),2015_43,,,,,,,,,,,,,,,,,,,,,
544,2015,The Nightingale,Literature&Fiction,2015_44,,,,,,,,,,,,,,,,,,,,,
545,2015,The Pioneer Woman Cooks: Dinnertime…,"Cookbooks,Food&Wine",2015_45,,,,,,,,,,,,,,,,,,,,,
546,2015,What Pet Should I Get? (Classic Seuss),Children'sBooks,2015_46,,,,,,,,,,,,,,,,,,,,,
547,2015,Killing Reagan: The Violent Assault That…,Biographies&Memoirs,2015_47,,,,,,,,,,,,,,,,,,,,,
548,2015,Harry Potter Coloring Book,Business&SelfHelp(CCD),2015_48,,,,,,,,,,,,,,,,,,,,,
549,2015,American Sniper: The Autobiography of the Most…,Biographies&Memoirs,2015_49,,,,,,,,,,,,,,,,,,,,,
550,2015,The Whole30: The 30-Day Guide to Total Health…,"Cookbooks,Food&Wine",2015_50,,,,,,,,,,,,,,,,,,,,,
551,2015,Diary of a Minecraft Zombie Book 1: A Scare of A…,Children'sBooks,2015_51,,,,,,,,,,,,,,,,,,,,,
552,2015,The Great Gatsby,Literature&Fiction,2015_52,,,,,,,,,,,,,,,,,,,,,
553,2015,Lost Ocean: An Inky Adventure and Coloring…,Business&SelfHelp(CCD),2015_53,,,,,,,,,,,,,,,,,,,,,
554,2015,The Five Dysfunctions of a Team: A Leadership…,Business&SelfHelp,2015_54,,,,,,,,,,,,,,,,,,,,,
555,2015,The Official SAT Study Guide,Reference,2015_55,,,,,,,,,,,,,,,,,,,,,
556,2015,10-Day Green Smoothie Cleanse,"Cookbooks,Food&Wine",2015_56,,,,,,,,,,,,,,,,,,,,,
557,2015,The Gifts of Imperfection: Let Go of Who You…,Religion&Spirituality,2015_57,,,,,,,,,,,,,,,,,,,,,
558,2015,Chicka Chicka Boom Boom (Board Book),Children'sBooks,2015_58,,,,,,,,,,,,,,,,,,,,,
559,2015,The Day the Crayons Came Home,Children'sBooks,2015_59,,,,,,,,,,,,,,,,,,,,,
560,2015,What If?: Serious Scientific Answers to Absurd…,Literature&Fiction,2015_60,,,,,,,,,,,,,,,,,,,,,
561,2015,Paper Towns,Literature&Fiction,2015_61,,,,,,,,,,,,,,,,,,,,,
562,2015,"Unbroken: A World War II Story of Survival,…",History,2015_62,,,,,,,,,,,,,,,,,,,,,
563,2015,Get What's Yours: The Secrets to Maxing Out…,Business&SelfHelp,2015_63,,,,,,,,,,,,,,,,,,,,,
564,2015,"Magnus Chase and the Gods of Asgard, Book 1:…",Children'sBooks,2015_64,,,,,,,,,,,,,,,,,,,,,
565,2015,Dragons Love Tacos,Children'sBooks,2015_65,,,,,,,,,,,,,,,,,,,,,
566,2015,Fahrenheit 451,Politics&SocialSciences,2015_66,,,,,,,,,,,,,,,,,,,,,
567,2015,The Care and Keeping of You: The Body Book for…,Children'sBooks,2015_67,,,,,,,,,,,,,,,,,,,,,
568,2015,Potty (Leslie Patricelli board books),Children'sBooks,2015_68,,,,,,,,,,,,,,,,,,,,,
569,2015,Thing Explainer: Complicated Stuff in Simple…,Science&Math,2015_69,,,,,,,,,,,,,,,,,,,,,
570,2015,Dead Wake: The Last Crossing of the Lusitania,History,2015_70,,,,,,,,,,,,,,,,,,,,,
571,2015,The Going-To-Bed Book,Children'sBooks,2015_71,,,,,,,,,,,,,,,,,,,,,
572,2015,"Inspiralized: Turn Vegetables into Healthy,…","Cookbooks,Food&Wine",2015_72,,,,,,,,,,,,,,,,,,,,,
573,2015,Mystical Mandala Coloring Book (Dover Design…,Business&SelfHelp(CCD),2015_73,,,,,,,,,,,,,,,,,,,,,
574,2015,Diagnostic and Statistical Manual of Mental…,HealthFitness&Dieting,2015_74,,,,,,,,,,,,,,,,,,,,,
575,2015,Ultimate Sticker Book: Frozen: More Than 60…,Children'sBooks,2015_75,,,,,,,,,,,,,,,,,,,,,
576,2015,The 20/20 Diet: Turn Your Weight Loss Vision…,"Cookbooks,Food&Wine",2015_76,,,,,,,,,,,,,,,,,,,,,
577,2015,Night (Night),Biographies&Memoirs,2015_77,,,,,,,,,,,,,,,,,,,,,
578,2015,What to Expect When You're Expecting,Parenting&Relationships,2015_78,,,,,,,,,,,,,,,,,,,,,
579,2015,The Jesus Storybook Bible: Every Story Whispers…,Religion&Spirituality,2015_79,,,,,,,,,,,,,,,,,,,,,
580,2015,The Road to Character,Business&SelfHelp,2015_80,,,,,,,,,,,,,,,,,,,,,
581,2015,Where Is Baby's Belly Button? A Lift-the-Flap Book,Children'sBooks,2015_81,,,,,,,,,,,,,,,,,,,,,
582,2015,"The Alchemist, 25th Anniversary: A Fable About…",Religion&Spirituality,2015_82,,,,,,,,,,,,,,,,,,,,,
583,2015,Guess How Much I Love You,Children'sBooks,2015_83,,,,,,,,,,,,,,,,,,,,,
584,2015,Creative Coloring Inspirations: Art Activity Pages…,Business&SelfHelp(CCD),2015_84,,,,,,,,,,,,,,,,,,,,,
585,2015,Little Blue Truck,Children'sBooks,2015_85,,,,,,,,,,,,,,,,,,,,,
586,2015,The Outsiders,Teen&Youngadult,2015_86,,,,,,,,,,,,,,,,,,,,,
587,2015,"Thinking, Fast and Slow",Business&SelfHelp,2015_87,,,,,,,,,,,,,,,,,,,,,
588,2015,The Everything Kids' Science Experiments Book:…,Children'sBooks,2015_88,,,,,,,,,,,,,,,,,,,,,
589,2015,1984 (Signet Classics),Politics&SocialSciences,2015_89,,,,,,,,,,,,,,,,,,,,,
590,2015,Crucial Conversations Tools for Talking When…,Business&SelfHelp,2015_90,,,,,,,,,,,,,,,,,,,,,
591,2015,Emotional Intelligence 2.0,Business&SelfHelp,2015_91,,,,,,,,,,,,,,,,,,,,,
592,2015,For the Love: Fighting for Grace in a World of…,Religion&Spirituality,2015_92,,,,,,,,,,,,,,,,,,,,,
593,2015,Press Here (Interactive Book for Toddlers and…,Children'sBooks,2015_93,,,,,,,,,,,,,,,,,,,,,
594,2015,Little Blue Truck board book,Children'sBooks,2015_94,,,,,,,,,,,,,,,,,,,,,
595,2015,"Brown Bear, Brown Bear, What Do You See?",Children'sBooks,2015_95,,,,,,,,,,,,,,,,,,,,,
596,2015,A Long Walk to Water: Based on a True Story,Children'sBooks,2015_96,,,,,,,,,,,,,,,,,,,,,
597,2015,A Game of Thrones / A Clash of Kings / A Storm…,Literature&Fiction,2015_97,,,,,,,,,,,,,,,,,,,,,
598,2015,Rogue Lawyer,Literature&Fiction,2015_98,,,,,,,,,,,,,,,,,,,,,
599,2015,Detailed Designs and Beautiful Patterns (Sacred…,Business&SelfHelp(CCD),2015_99,,,,,,,,,,,,,,,,,,,,,
600,2015,Lord of the Flies,Teen&Youngadult,2015_100,,,,,,,,,,,,,,,,,,,,,
601,2014,StrengthsFinder 2.0,Business&SelfHelp,2014_01,,,,,,,,,,,,,,,,,,,,,
602,2014,Frozen (Little Golden Book),Literature&Fiction,2014_02,,,,,,,,,,,,,,,,,,,,,
603,2014,Laugh-Out-Loud Jokes for Kids,Children'sBooks,2014_03,,,,,,,,,,,,,,,,,,,,,
604,2014,The Fault in Our Stars,Literature&Fiction,2014_04,,,,,,,,,,,,,,,,,,,,,
605,2014,Diary of a Wimpy Kid: The Long Haul,Children'sBooks,2014_05,,,,,,,,,,,,,,,,,,,,,
606,2014,Killing Patton: The Strange Death of World War…,Biographies&Memoirs,2014_06,,,,,,,,,,,,,,,,,,,,,
607,2014,What If?: Serious Scientific Answers to Absurd…,Literature&Fiction,2014_07,,,,,,,,,,,,,,,,,,,,,
608,2014,"The Blood of Olympus (The Heroes of Olympus, 5)",Children'sBooks,2014_08,,,,,,,,,,,,,,,,,,,,,
609,2014,Jesus Calling: Enjoying Peace in His Presence…,Religion&Spirituality,2014_09,,,,,,,,,,,,,,,,,,,,,
610,2014,"Unbroken: A World War II Story of Survival,…",History,2014_10,,,,,,,,,,,,,,,,,,,,,
611,2014,Ultimate Sticker Book: Frozen: More Than 60…,Children'sBooks,2014_11,,,,,,,,,,,,,,,,,,,,,
612,2014,The Day the Crayons Quit,Children'sBooks,2014_12,,,,,,,,,,,,,,,,,,,,,
613,2014,Divergent,Literature&Fiction,2014_13,,,,,,,,,,,,,,,,,,,,,
614,2014,The Fault in Our Stars,Literature&Fiction,2014_14,,,,,,,,,,,,,,,,,,,,,
615,2014,"Oh, the Places You'll Go!  ",Children'sBooks,2014_15,,,,,,,,,,,,,,,,,,,,,
616,2014,To Kill a Mockingbird,Teen&Youngadult,2014_16,,,,,,,,,,,,,,,,,,,,,
617,2014,Gone Girl,Literature&Fiction,2014_17,,,,,,,,,,,,,,,,,,,,,
618,2014,The Book Thief,Literature&Fiction,2014_18,,,,,,,,,,,,,,,,,,,,,
619,2014,The Official SAT Study Guide,Reference,2014_19,,,,,,,,,,,,,,,,,,,,,
620,2014,Humans of New York,Arts&Photography,2014_20,,,,,,,,,,,,,,,,,,,,,
621,2014,The Goldfinch (Pulitzer Prize for Fiction),Literature&Fiction,2014_21,,,,,,,,,,,,,,,,,,,,,
622,2014,Diagnostic and Statistical Manual of Mental…,HealthFitness&Dieting,2014_22,,,,,,,,,,,,,,,,,,,,,
623,2014,Wonder,Children'sBooks,2014_23,,,,,,,,,,,,,,,,,,,,,
624,2014,The Book with No Pictures,Children'sBooks,2014_24,,,,,,,,,,,,,,,,,,,,,
625,2014,Rush Revere and the First Patriots: Time-Travel…,Children'sBooks,2014_25,,,,,,,,,,,,,,,,,,,,,
626,2014,The 5 Love Languages: The Secret to Love That…,Religion&Spirituality,2014_26,,,,,,,,,,,,,,,,,,,,,
627,2014,Knock-Knock Jokes for Kids,Children'sBooks,2014_27,,,,,,,,,,,,,,,,,,,,,
628,2014,JOURNEY TO THE ICE P,Children'sBooks,2014_28,,,,,,,,,,,,,,,,,,,,,
629,2014,Publication Manual of the American…,Reference,2014_29,,,,,,,,,,,,,,,,,,,,,
630,2014,Little Blue Truck,Children'sBooks,2014_30,,,,,,,,,,,,,,,,,,,,,
631,2014,Make It Ahead: A Barefoot Contessa Cookbook,"Cookbooks,Food&Wine",2014_31,,,,,,,,,,,,,,,,,,,,,
632,2014,First 100 Words,Children'sBooks,2014_32,,,,,,,,,,,,,,,,,,,,,
633,2014,If I Stay,Literature&Fiction,2014_33,,,,,,,,,,,,,,,,,,,,,
634,2014,A Game of Thrones / A Clash of Kings / A Storm…,Literature&Fiction,2014_34,,,,,,,,,,,,,,,,,,,,,
635,2014,Divergent / Insurgent,Literature&Fiction,2014_35,,,,,,,,,,,,,,,,,,,,,
636,2014,Capital in the Twenty First Century,Politics&SocialSciences,2014_36,,,,,,,,,,,,,,,,,,,,,
637,2014,Orphan Train,Literature&Fiction,2014_37,,,,,,,,,,,,,,,,,,,,,
638,2014,Mindset: The New Psychology of Success,Business&SelfHelp,2014_38,,,,,,,,,,,,,,,,,,,,,
639,2014,How to Win Friends & Influence People,Business&SelfHelp,2014_39,,,,,,,,,,,,,,,,,,,,,
640,2014,The Very Hungry Caterpillar,Children'sBooks,2014_40,,,,,,,,,,,,,,,,,,,,,
641,2014,All the Light We Cannot See,Literature&Fiction,2014_41,,,,,,,,,,,,,,,,,,,,,
642,2014,"Grain Brain: The Surprising Truth about Wheat,…",HealthFitness&Dieting,2014_42,,,,,,,,,,,,,,,,,,,,,
643,2014,"Unbroken: A World War II Story of Survival,…",History,2014_43,,,,,,,,,,,,,,,,,,,,,
644,2014,Thug Kitchen: The Official Cookbook: Eat Like…,"Cookbooks,Food&Wine",2014_44,,,,,,,,,,,,,,,,,,,,,
645,2014,The Alchemist,Literature&Fiction,2014_45,,,,,,,,,,,,,,,,,,,,,
646,2014,Looking for Alaska,Literature&Fiction,2014_46,,,,,,,,,,,,,,,,,,,,,
647,2014,The Great Gatsby,Literature&Fiction,2014_47,,,,,,,,,,,,,,,,,,,,,
648,2014,The Boys in the Boat: Nine Americans and Their…,History,2014_48,,,,,,,,,,,,,,,,,,,,,
649,2014,Love You Forever,Children'sBooks,2014_49,,,,,,,,,,,,,,,,,,,,,
650,2014,The Maze Runner (Book 1),Literature&Fiction,2014_50,,,,,,,,,,,,,,,,,,,,,
651,2014,Allegiant,Literature&Fiction,2014_51,,,,,,,,,,,,,,,,,,,,,
652,2014,Yes Please,Biographies&Memoirs,2014_52,,,,,,,,,,,,,,,,,,,,,
653,2014,The Five Dysfunctions of a Team: A Leadership…,Business&SelfHelp,2014_53,,,,,,,,,,,,,,,,,,,,,
654,2014,The Four Agreements: A Practical Guide to…,Religion&Spirituality,2014_54,,,,,,,,,,,,,,,,,,,,,
655,2014,The 7 Habits of Highly Effective People:…,Business&SelfHelp,2014_55,,,,,,,,,,,,,,,,,,,,,
656,2014,41: A Portrait of My Father,Biographies&Memoirs,2014_56,,,,,,,,,,,,,,,,,,,,,
657,2014,Minecraft: The Complete Handbook Collection,Reference,2014_57,,,,,,,,,,,,,,,,,,,,,
658,2014,Frozen: A Tale of Two Sisters,Literature&Fiction,2014_58,,,,,,,,,,,,,,,,,,,,,
659,2014,Rush Revere and the Brave Pilgrims: Time-Travel…,Children'sBooks,2014_59,,,,,,,,,,,,,,,,,,,,,
660,2014,The Gifts of Imperfection: Let Go of Who You…,Religion&Spirituality,2014_60,,,,,,,,,,,,,,,,,,,,,
661,2014,Divergent / Insurgent / Allegiant,Teen&Youngadult,2014_61,,,,,,,,,,,,,,,,,,,,,
662,2014,Heaven is for Real: A Little Boy's Astounding…,Religion&Spirituality,2014_62,,,,,,,,,,,,,,,,,,,,,
663,2014,Flash Boys,Business&SelfHelp,2014_63,,,,,,,,,,,,,,,,,,,,,
664,2014,Rush Revere and the American Revolution: Time…,Children'sBooks,2014_64,,,,,,,,,,,,,,,,,,,,,
665,2014,Dear Zoo: A Lift-the-Flap Book,Children'sBooks,2014_65,,,,,,,,,,,,,,,,,,,,,
666,2014,The Going-To-Bed Book,Children'sBooks,2014_66,,,,,,,,,,,,,,,,,,,,,
667,2014,The World of Ice & Fire: The Untold History of…,Literature&Fiction,2014_67,,,,,,,,,,,,,,,,,,,,,
668,2014,The Real ACT Prep Guide (Official Act Prep Guide),Reference,2014_68,,,,,,,,,,,,,,,,,,,,,
669,2014,Gray Mountain,Literature&Fiction,2014_69,,,,,,,,,,,,,,,,,,,,,
670,2014,What to Expect When You're Expecting,Parenting&Relationships,2014_70,,,,,,,,,,,,,,,,,,,,,
671,2014,The Jesus Storybook Bible: Every Story Whispers…,Religion&Spirituality,2014_71,,,,,,,,,,,,,,,,,,,,,
672,2014,"Lean In: Women, Work, and the Will to Lead",Business&SelfHelp,2014_72,,,,,,,,,,,,,,,,,,,,,
673,2014,The Invention of Wings,Literature&Fiction,2014_73,,,,,,,,,,,,,,,,,,,,,
674,2014,Lord of the Flies,Teen&Youngadult,2014_74,,,,,,,,,,,,,,,,,,,,,
675,2014,Night (Night),Biographies&Memoirs,2014_75,,,,,,,,,,,,,,,,,,,,,
676,2014,The Catcher in the Rye,Teen&Youngadult,2014_76,,,,,,,,,,,,,,,,,,,,,
677,2014,Soul Healing Miracles: Ancient and New Sacred…,Religion&Spirituality,2014_77,,,,,,,,,,,,,,,,,,,,,
678,2014,The Care and Keeping of You: The Body Book for…,Children'sBooks,2014_78,,,,,,,,,,,,,,,,,,,,,
679,2014,"The Skinnytaste Cookbook: Light on Calories, Big…","Cookbooks,Food&Wine",2014_79,,,,,,,,,,,,,,,,,,,,,
680,2014,Fahrenheit 451,Politics&SocialSciences,2014_80,,,,,,,,,,,,,,,,,,,,,
681,2014,"Goodnight, Goodnight Construction Site…",Children'sBooks,2014_81,,,,,,,,,,,,,,,,,,,,,
682,2014,Paper Towns,Literature&Fiction,2014_82,,,,,,,,,,,,,,,,,,,,,
683,2014,The Everything Kids' Science Experiments Book:…,Children'sBooks,2014_83,,,,,,,,,,,,,,,,,,,,,
684,2014,1984 (Signet Classics),Politics&SocialSciences,2014_84,,,,,,,,,,,,,,,,,,,,,
685,2014,The Outsiders,Teen&Youngadult,2014_85,,,,,,,,,,,,,,,,,,,,,
686,2014,MONEY Master the Game: 7 Simple Steps to…,Business&SelfHelp,2014_86,,,,,,,,,,,,,,,,,,,,,
687,2014,Goodnight Moon,Children'sBooks,2014_87,,,,,,,,,,,,,,,,,,,,,
688,2014,Quiet: The Power of Introverts in a World That…,Business&SelfHelp,2014_88,,,,,,,,,,,,,,,,,,,,,
689,2014,Revival,Literature&Fiction,2014_89,,,,,,,,,,,,,,,,,,,,,
690,2014,Giraffes Can't Dance,Children'sBooks,2014_90,,,,,,,,,,,,,,,,,,,,,
691,2014,Minecraft: Redstone Handbook: An Official…,Children'sBooks,2014_91,,,,,,,,,,,,,,,,,,,,,
692,2014,Of Mice and Men,Teen&Youngadult,2014_92,,,,,,,,,,,,,,,,,,,,,
693,2014,10-Day Green Smoothie Cleanse: Lose Up to 15…,"Cookbooks,Food&Wine",2014_93,,,,,,,,,,,,,,,,,,,,,
694,2014,Crucial Conversations Tools for Talking When…,Business&SelfHelp,2014_94,,,,,,,,,,,,,,,,,,,,,
695,2014,A Day in the Sun (Disney Frozen) (Pictureback(R)),Children'sBooks,2014_95,,,,,,,,,,,,,,,,,,,,,
696,2014,The Giver (Giver Quartet),Literature&Fiction,2014_96,,,,,,,,,,,,,,,,,,,,,
697,2014,Chicka Chicka Boom Boom (Board Book),Children'sBooks,2014_97,,,,,,,,,,,,,,,,,,,,,
698,2014,Against All Grain: Delectable Paleo Recipes to…,"Cookbooks,Food&Wine",2014_98,,,,,,,,,,,,,,,,,,,,,
699,2014,Minecraft: Essential Handbook,Reference,2014_99,,,,,,,,,,,,,,,,,,,,,
700,2014,Good to Great: Why Some Companies Make the…,Business&SelfHelp,2014_100,,,,,,,,,,,,,,,,,,,,,
701,2013,StrengthsFinder 2.0,Business&SelfHelp,2013_01,,,,,,,,,,,,,,,,,,,,,
702,2013,"Lean In: Women, Work, and the Will to Lead",Business&SelfHelp,2013_02,,,,,,,,,,,,,,,,,,,,,
703,2013,"Diary of a Wimpy Kid: Hard Luck, Book 8",Children'sBooks,2013_03,,,,,,,,,,,,,,,,,,,,,
704,2013,Rush Revere and the Brave Pilgrims: Time-Travel…,Children'sBooks,2013_04,,,,,,,,,,,,,,,,,,,,,
705,2013,Jesus Calling: Enjoying Peace in His Presence…,Religion&Spirituality,2013_05,,,,,,,,,,,,,,,,,,,,,
706,2013,Inferno,Literature&Fiction,2013_06,,,,,,,,,,,,,,,,,,,,,
707,2013,"The House of Hades (Heroes of Olympus, Book 4)",Children'sBooks,2013_07,,,,,,,,,,,,,,,,,,,,,
708,2013,"Things That Matter: Three Decades of Passions,…",Politics&SocialSciences,2013_08,,,,,,,,,,,,,,,,,,,,,
709,2013,The Great Gatsby,Literature&Fiction,2013_09,,,,,,,,,,,,,,,,,,,,,
710,2013,Killing Jesus (Bill O'Reilly's Killing Series),Biographies&Memoirs,2013_10,,,,,,,,,,,,,,,,,,,,,
711,2013,Proof of Heaven: A Neurosurgeon's Journey into…,Religion&Spirituality,2013_11,,,,,,,,,,,,,,,,,,,,,
712,2013,Diagnostic and Statistical Manual of Mental…,HealthFitness&Dieting,2013_12,,,,,,,,,,,,,,,,,,,,,
713,2013,The Official SAT Study Guide,Reference,2013_13,,,,,,,,,,,,,,,,,,,,,
714,2013,The Fault in Our Stars,Literature&Fiction,2013_14,,,,,,,,,,,,,,,,,,,,,
715,2013,The Book Thief,Literature&Fiction,2013_15,,,,,,,,,,,,,,,,,,,,,
716,2013,Wonder,Children'sBooks,2013_16,,,,,,,,,,,,,,,,,,,,,
717,2013,The 5 Love Languages: The Secret to Love That…,Religion&Spirituality,2013_17,,,,,,,,,,,,,,,,,,,,,
718,2013,Publication Manual of the American…,Reference,2013_18,,,,,,,,,,,,,,,,,,,,,
719,2013,Divergent,Literature&Fiction,2013_19,,,,,,,,,,,,,,,,,,,,,
720,2013,Laugh-Out-Loud Jokes for Kids,Children'sBooks,2013_20,,,,,,,,,,,,,,,,,,,,,
721,2013,"Oh, the Places You'll Go!  ",Children'sBooks,2013_21,,,,,,,,,,,,,,,,,,,,,
722,2013,"David and Goliath: Underdogs, Misfits, and the…",Politics&SocialSciences,2013_22,,,,,,,,,,,,,,,,,,,,,
723,2013,Game of Thrones Boxed Set: A Game of Thrones…,Literature&Fiction,2013_23,,,,,,,,,,,,,,,,,,,,,
